park_id,park_code,name,description,url
1237,jeca,Jewel Cave National Monument,"Immerse yourself in one of the longest caves in the world. With over 215 miles of mapped and surveyed passages, this underground wilderness appeals to human curiosity. Its splendor is revealed through fragile formations and glimpses of brilliant color. Its maze of passages lures explorers, and its scientific wealth remains a mystery. This resource is truly a jewel in the National Park Service.",https://www.nps.gov/jeca/index.htm
1238,jica,Jimmy Carter National Historical Park,"Few U.S. Presidents have had such close ties with where they were born and raised. The rural southern culture of Plains, Georgia, that revolves around farming, church and school, had a large influence in molding the character and in shaping the political policies of the 39th President of the United States.",https://www.nps.gov/jica/index.htm
1239,joda,John Day Fossil Beds National Monument,"Colorful rock formations at John Day Fossil Beds preserve a world class record of plant and animal evolution, changing climate, and past ecosystems that span over 40 million years. Exhibits and a working lab at the Thomas Condon Visitor Center, as well as scenic drives and hikes at all three units, allow visitors to explore the prehistoric past of Oregon and see science in action.",https://www.nps.gov/joda/index.htm
1240,jofi,John Fitzgerald Kennedy National Historic Site,"As a boy, JFK’s parents never expected he would grow up to be president. Yet in his birthplace home he learned values that inspired a life in public service. His mother, Rose Kennedy, recreated her family’s first home to share her memories of those early years with visitors. We commemorate not only his early life, but the ideas and principles he left behind.",https://www.nps.gov/jofi/index.htm
1241,jomu,John Muir National Historic Site,"John Muir played many roles in his life, all of which helped him succeed in his role as an advocate for Nature. As America’s most famous naturalist and conservationist, Muir fought to protect the wild places he loved, places we can still visit today. Muir’s writings convinced the U.S. government to protect Yosemite, Sequoia, Grand Canyon and Mt. Rainier as national parks.",https://www.nps.gov/jomu/index.htm
1242,jofl,Johnstown Flood National Memorial,"The South Fork Dam failed on Friday, May 31, 1889, and unleashed 20,000,000 tons of water that devastated Johnstown, PA. The flood killed 2,209 people but it brought the nation and the world together to aid the ""Johnstown sufferers."" The story of the Johnstown Flood reminds us all, ""...that we must leave nothing undone for the preservation and protection of our brother men.""",https://www.nps.gov/jofl/index.htm
1243,jotr,Joshua Tree National Park,"Two distinct desert ecosystems, the Mojave and the Colorado, come together in Joshua Tree National Park. A fascinating variety of plants and animals make their homes in a land sculpted by strong winds and occasional torrents of rain. Dark night skies, a rich cultural history, and surreal geologic features add to the wonder of this vast wilderness in southern California. Come explore for yourself!",https://www.nps.gov/jotr/index.htm
1244,juba,Juan Bautista de Anza National Historic Trail,"The Juan Bautista de Anza National Historic Trail covers over 1200 miles through the homelands of 70+ Tribal communities. It follows the historic route of the 1775-76 Spanish colonizing expedition from Sonora, Mexico to San Francisco, CA. Whether urban or rural, the trail offers adventure, diverse cultural perspectives, and an opportunity to experience history.",https://www.nps.gov/juba/index.htm
1245,kala,Kalaupapa National Historical Park,"When Hansen's disease (leprosy) was introduced to the Hawaiian Islands, King Kamehameha V banished all afflicted to the isolated Kalaupapa Peninsula on the north shore of Molokai. Since 1866, more than 8,000 people, mostly Hawaiians, have died at Kalaupapa. Once a prison, Kalaupapa is now a refuge for the few remaining residents who are cured but were forced to live their lives in isolation.",https://www.nps.gov/kala/index.htm
1246,kaho,Kaloko-Honokōhau National Historical Park,"To survive in a hot and arid environment the native Hawaiians (kanaka maoli) used ancient fishing skills, including the building of fishponds, and the knowledge of the location of precious fresh water (wai) that flows into the many brackish pools throughout the park. The spirit of the people (poe) and the knowledge of the elders (kupuna) created a tradition of respect and reverence for this area.",https://www.nps.gov/kaho/index.htm
1247,kaww,Katahdin Woods and Waters National Monument,"Spread across a wild landscape offering spectacular views of Mount Katahdin, Katahdin Woods and Waters invites discovery of its rivers, streams, woods, flora, fauna, geology, and the night skies that have attracted humans for millennia.",https://www.nps.gov/kaww/index.htm
1248,katm,Katmai National Park & Preserve,"A landscape is alive underneath our feet, filled with creatures that remind us what it is to be wild. Katmai was established in 1918 to protect the volcanically devastated region surrounding Novarupta and the Valley of Ten Thousand Smokes. Today, Katmai National Park and Preserve also protects 9,000 years of human history and important habitat for salmon and thousands of brown bears.",https://www.nps.gov/katm/index.htm
1249,kefj,Kenai Fjords National Park,"At the edge of the Kenai Peninsula lies a land where the ice age lingers. Nearly 40 glaciers flow from the Harding Icefield, Kenai Fjords' crowning feature. Wildlife thrives in icy waters and lush forests along the fjords once carved by the vast expanse of ice. Today, shrinking glaciers bear witness to the effects of our changing climate.",https://www.nps.gov/kefj/index.htm
1250,keaq,Kenilworth Park & Aquatic Gardens,"Deep within Kenilworth lies an oasis, hidden behind trees and cattails. It's a place where beavers build their homes and turtles sleep on logs. Lotus blooms rise from the muck and lilies sit on the water. The wind dances with the dragonflies, rustling through the trees, carrying the song of the birds until it brushes across your face, fading to a whisper, saying ""come join.""",https://www.nps.gov/keaq/index.htm
1251,kemo,Kennesaw Mountain National Battlefield Park,"Kennesaw Mountain National Battlefield Park is a 2,965 acre National Battlefield that preserves a Civil War battleground of the Atlanta Campaign. Opposing forces maneuvered and fought here from June 19, 1864 until July 2, 1864. Although most famous as a Civil War battlefield, Kennesaw Mountain has a much richer story.",https://www.nps.gov/kemo/index.htm
1252,kewe,Keweenaw National Historical Park,"From 7,000 years ago to the 1900s people mined Keweenaw copper. Native peoples made copper into tools and trade items. Investors and immigrants arrived in the 1800s in a great mineral rush, developing thriving industries and cosmopolitan communities. Though the mines have since closed, their mark is still visible on the land and people.",https://www.nps.gov/kewe/index.htm
1253,kimo,Kings Mountain National Military Park,"Thomas Jefferson called it ""The turn of the tide of success."" The battle of Kings Mountain, fought October 7th, 1780, was an important American victory during the Revolutionary War. The battle was the first major patriot victory to occur after the British invasion of Charleston, SC in May 1780. The park preserves the site of this important battle.",https://www.nps.gov/kimo/index.htm
1254,klse,Klondike Gold Rush - Seattle Unit National Historical Park,"Seattle flourished during and after the Klondike Gold Rush. Merchants supplied people from around the world passing through this port city on their way to a remarkable adventure in the Yukon Territory of Canada. Today, the park is your gateway to learn about the Klondike Gold Rush, explore the area's public lands, and engage with the local community.",https://www.nps.gov/klse/index.htm
1255,klgo,Klondike Gold Rush National Historical Park,"Headlines screamed ""Gold!"" The dream of a better life catapulted thousands of people to Alaska and the Yukon Territory. Their journey shaped them, and changed the people they encountered and the north forever. Today, the park remembers the trails, boomtowns, and stories of the Klondike Gold Rush.",https://www.nps.gov/klgo/index.htm
1256,knri,Knife River Indian Villages National Historic Site,"Earthlodge people hunted bison and other game, but were in essence farmers living in villages along the Missouri and its tributaries. The site was a major Native American trade center for hundreds of years prior to becoming an important market place for fur traders after 1750.",https://www.nps.gov/knri/index.htm
1257,kova,Kobuk Valley National Park,"Caribou, sand dunes, the Kobuk River, Onion Portage - just some of the facets of Kobuk Valley National Park. Thousands of caribou migrate through, their tracks crisscrossing sculpted dunes. The Kobuk River is an ancient and current corridor for people and wildlife. For 9000 years, people came to Onion Portage to harvest caribou as they swam the river. Even today, that rich tradition continues.",https://www.nps.gov/kova/index.htm
1258,kowa,Korean War Veterans Memorial,"At the Korean War Veterans Memorial, ""Our nation honors her sons and daughters who answered the call to defend a country they never knew and a people they never met.""",https://www.nps.gov/kowa/index.htm
1259,lyba,LBJ Memorial Grove on the Potomac,"From this distance the seat of national power appears pristine across the river, so President Johnson came here often when he needed to escape from the stresses of building a Great Society. After he died, his wife chose this place for his memorial. A landscape of serpentine paths, white pines, a granite monolith, and an open meadow honors his legacy of social justice and conservation legislation.",https://www.nps.gov/lyba/index.htm
1260,lacl,Lake Clark National Park & Preserve,"Lake Clark National Park and Preserve is a land of stunning beauty. Volcanoes steam, salmon run, bears forage, and craggy mountains reflect in shimmering turquoise lakes. Here, too, local people and culture still depend on the land and water. Venture into the park to become part of the wilderness.",https://www.nps.gov/lacl/index.htm
1261,lake,Lake Mead National Recreation Area,"Swim, boat, hike, cycle, camp and fish at America’s first and largest national recreation area. With striking landscapes and brilliant blue waters, this year-round playground spreads across 1.5 million acres of mountains, canyons, valleys and two vast lakes. See the Hoover Dam from the waters of Lake Mead or Lake Mohave, or find solitude in one of the park's nine wilderness areas.",https://www.nps.gov/lake/index.htm
1262,lamr,Lake Meredith National Recreation Area,"Within the dry plains of the Texas Panhandle lies a hidden oasis, a haven where wildlife and people can find relief from the dry grasslands above. Through this plain, the Canadian River has cut dramatic 200-foot canyons, or breaks, where humans lived many years ago. Lake Meredith occupies these hidden coves and provides 7 different habitats for migratory birds and other wildlife.",https://www.nps.gov/lamr/index.htm
1263,laro,Lake Roosevelt National Recreation Area,"The ancient geologic landscape of the upper Columbia River cradles Lake Roosevelt in walls of stone carved by massive ice age floods. Come explore the shorelines and learn the stories of American Indians, traders and trappers, settlers and dam builders who called this place home. Swim, boat, hike, camp, and fish at this hidden gem in Northeast Washington, created by the Grand Coulee Dam.",https://www.nps.gov/laro/index.htm
1264,lavo,Lassen Volcanic National Park,"Lassen Volcanic National Park is home to steaming fumaroles, meadows freckled with wildflowers, clear mountain lakes, and numerous volcanoes. Jagged peaks tell the story of its eruptive past while hot water continues to shape the land.",https://www.nps.gov/lavo/index.htm
1265,labe,Lava Beds National Monument,"Lava Beds National Monument is a land of turmoil, both geological and historical. Over the last half-million years, volcanic eruptions on the Medicine Lake shield volcano have created a rugged landscape dotted with diverse volcanic features. More than 800 caves, Native American rock art sites, historic battlefields and campsites, and a high desert wilderness experience await you!",https://www.nps.gov/labe/index.htm
1266,lecl,Lewis & Clark National Historic Trail,"The Lewis and Clark National Historic Trail winds nearly 4,900 miles through the homelands of more than 60 Tribal nations. It follows the historic outbound and inbound routes of the Lewis and Clark Expedition of 1803-1806 from Pittsburgh, Pennsylvania to the Pacific Ocean. Follow the trail to find the people, places, and stories that make up the complex legacy of the expedition.",https://www.nps.gov/lecl/index.htm
1267,lewi,Lewis and Clark National Historical Park,Explore the timeless rainforests and majestic coastal vistas. Discover the rich heritage of the native people. Unfold the dramatic stories of America's most famous explorers. The park encompasses sites along the Columbia River and the Pacific Coast. Follow in the footsteps of the explorers and have an adventure in history.,https://www.nps.gov/lewi/index.htm
1268,libo,Lincoln Boyhood National Memorial,Abraham Lincoln grew from youth to manhood on this southern Indiana soil. Many character and moral traits of one of the world's most respected leaders was formed and nurtured here. Explore Lincoln's boyhood and learn about the boy who would one day become the leader of our nation.,https://www.nps.gov/libo/index.htm
1269,liho,Lincoln Home National Historic Site,"Abraham Lincoln believed in the ideal that everyone in America should have the opportunity to improve their economic and social condition. Lincoln’s life was the embodiment of that idea. We know him as the sixteenth president but he was also a spouse, parent, and neighbor who experienced the same hopes, dreams, and challenges of life that are still experienced by many people today.",https://www.nps.gov/liho/index.htm
1270,linc,Lincoln Memorial,"""...as in the hearts of the people for whom he saved the Union, the memory of Abraham Lincoln is enshrined forever."" Beneath these words, the 16th president of the United States sits immortalized in marble as an enduring symbol of unity, strength, and wisdom.",https://www.nps.gov/linc/index.htm
1271,libi,Little Bighorn Battlefield National Monument,"This area memorializes the US Army's 7th Cavalry, Crow, and Arikara scouts and the Lakotas, Cheyennes, and Arapaho in one of the American Indian's last armed efforts to preserve their way of life. Here on June 25 and 26 of 1876, 263 soldiers, including Lt. Col. George A. Custer and attached personnel of the US Army, died fighting several thousand Lakota, Cheyenne, and Arapaho warriors.",https://www.nps.gov/libi/index.htm
1272,liri,Little River Canyon National Preserve,"Little River is unique because it flows for most of its length atop Lookout Mountain in northeast Alabama. Forested uplands, waterfalls, canyon rims and bluffs, pools, boulders, and sandstone cliffs offer settings for a variety of recreational activities. Natural resources and cultural heritage come together to tell the story of the Preserve, a special place in the Southern Appalachians.",https://www.nps.gov/liri/index.htm
1273,chsc,Little Rock Central High School National Historic Site,"In 1957, Little Rock Central High School was the epicenter of confrontation and a catalyst for change as the fundamental test for the United States to enforce African American civil rights following Brown v. Board of Education. Learn how the sacrifice and struggle endured by the Little Rock Nine have provided opportunities and opened doors for those seeking equality and education around the world.",https://www.nps.gov/chsc/index.htm
1274,long,Longfellow House Washington's Headquarters National Historic Site,"Longfellow House-Washington's Headquarters National Historic Site preserves a remarkable Georgian house whose occupants shaped our nation. It was a site of colonial enslavement and community activism, George Washington’s first long-term headquarters of the American Revolution, and the place where Henry Wadsworth Longfellow wrote his canon of 19th-century American literature.",https://www.nps.gov/long/index.htm
1275,lowe,Lowell National Historical Park,"Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living testament to the dynamic human story of the industrial revolution.",https://www.nps.gov/lowe/index.htm
1276,lode,Lower Delaware National Wild and Scenic River,"The Delaware River, the largest free-flowing river in the eastern United States, runs past forests, farmlands and villages. It also links some of the most densely populated regions in America. In 2000, the National Wild and Scenic River System incorporated key segments of the lower Delaware River to form this unit of the National Park System.",https://www.nps.gov/lode/index.htm
1277,loea,Lower East Side Tenement Museum National Historic Site,"The Tenement Museum tells the stories of working-class tenement residents, who moved to New York City from other countries and other parts of the country. Their work helped build the city and nation, and their stories help us understand our history. The museum shares these stories through guided tours of recreated tenement apartments, neighborhood walking tours, and virtual tours and programs.",https://www.nps.gov/loea/index.htm
1278,lyjo,Lyndon B Johnson National Historical Park,"---Lyndon Baines Johnson Lyndon B. Johnson National Historical Park tells the story of our 36th President beginning with his ancestors until his final resting place on his beloved LBJ Ranch. This entire ""circle of life"" gives the visitor a unique perspective into one of America's most noteworthy citizens by providing the most complete picture of any American president.",https://www.nps.gov/lyjo/index.htm
1279,mawa,Maggie L Walker National Historic Site,"Maggie Lena Walker devoted her life to civil rights advancement, economic empowerment, and educational opportunities for Jim Crow-era African Americans and women. As a bank president, newspaper editor, and fraternal leader, Walker served as an inspiration of pride and progress. Today, Walker’s home is preserved as a tribute to her enduring legacy of vision, courage, and determination.",https://www.nps.gov/mawa/index.htm
1280,maac,Maine Acadian Culture,"Maine Acadians share beliefs and experiences tying them to a common religion, languages, and history. The St. John River, land, and family are essential to their culture. The National Park Service supports the Maine Acadian Heritage Council, an association of historical societies, cultural clubs, towns, and museums that work together to support Maine Acadian culture in the St. John Valley.",https://www.nps.gov/maac/index.htm
1281,maca,Mammoth Cave National Park,"Rolling hills, deep river valleys, and the world's longest known cave system. Mammoth Cave National Park is home to thousands of years of human history and a rich diversity of plant and animal life, earning it the title of UNESCO World Heritage Site and International Biosphere Reserve.",https://www.nps.gov/maca/index.htm
1282,mana,Manassas National Battlefield Park,"On July 21, 1861, two armies clashed for the first time on the fields overlooking Bull Run. Heavy fighting swept away any notion of a quick war. In August 1862, Union and Confederate armies converged for a second time on the plains of Manassas. The Confederates won a solid victory bringing them to the height of their power.",https://www.nps.gov/mana/index.htm
1283,mapr,Manhattan Project National Historical Park,"The Manhattan Project is one of the most transformative events of the 20th century. It ushered in the nuclear age with the development of the world’s first atomic bombs. The building of atomic weapons began in 1942 in three secret communities across the nation. As World War II waned in 1945, the United States dropped the atomic bombs on Hiroshima and Nagasaki, Japan—forever changing the world.",https://www.nps.gov/mapr/index.htm
1284,manz,Manzanar National Historic Site,"In 1942, the United States government ordered more than 110,000 men, women, and children to leave their homes and detained them in remote, military-style camps. Manzanar War Relocation Center was one of ten camps where the US government incarcerated Japanese immigrants ineligible for citizenship and Japanese American citizens during World War II.",https://www.nps.gov/manz/index.htm
1285,mabi,Marsh - Billings - Rockefeller National Historical Park,"Experience wintry conditions and bracing temperatures along both groomed cross-country ski trails and natural snowshoe trails in the folded hilly landscape of the park. Reflect on the story of stewardship, of people taking care of places – sharing an enduring connection to the land - as you observe the tall trees, wildlife and experience the peacefulness of the woods.",https://www.nps.gov/mabi/index.htm
1286,mlkm,"Martin Luther King, Jr. Memorial","Located in downtown Washington, DC, the memorial honors Martin Luther King, Jr.'s legacy and the struggle for freedom, equality, and justice. A prominent leader in the modern civil rights movement, Dr. King was a tireless advocate for racial equality, working class, and the oppressed around the world.",https://www.nps.gov/mlkm/index.htm
1287,malu,"Martin Luther King, Jr. National Historical Park","A young boy grows up in a time of segregation…A dreamer is moved by destiny into leadership of the modern civil rights movement…This was Martin Luther King, Jr. Come hear his story, visit the home of his birth, and where he played as a child. Walk in his footsteps, and hear his voice in the church where he moved hearts and minds. Marvel at how he was an instrument for social change.",https://www.nps.gov/malu/index.htm
1288,mava,Martin Van Buren National Historic Site,"Today, Martin Van Buren is an obscure man, often little more than a footnote. In pre-Civil War America, however, it was impossible not to have an opinion of him. Van Buren was central to the creation of America's political parties, and to the largest crisis of his time, slavery. The above quote is from Davy Crockett, one of many Americans trying to understand the Red Fox of Kinderhook.",https://www.nps.gov/mava/index.htm
1289,mamc,Mary McLeod Bethune Council House National Historic Site,"Mary McLeod Bethune achieved her greatest recognition at the Washington, DC townhouse that is now this National Historic Site. The Council House was the first headquarters of the National Council of Negro Women (NCNW) and was Bethune’s last home in Washington, DC. From here, Bethune and the NCNW spearheaded strategies and developed programs that advanced the interests of African American women.",https://www.nps.gov/mamc/index.htm
1290,memy,Medgar and Myrlie Evers Home National Monument,"Medgar and Myrlie Evers were partners in the civil rights struggle. The assassination of Medgar Evers in the carport of their home on June 12, 1963, was the first murder of a nationally significant leader of the American Civil Rights Movement, and it became a catalyst for passage of the Civil Rights Act of 1964. Myrlie Evers continued to promote issues of racial equality and social justice.",https://www.nps.gov/memy/index.htm
1291,meve,Mesa Verde National Park,"For over 700 years, the Ancestral Pueblo people built thriving communities on the mesas and in the cliffs of Mesa Verde. Today, the park protects the rich cultural heritage of 26 Pueblos and Tribes and offers visitors a spectacular window into the past. This World Heritage Site and International Dark Sky Park is home to over a thousand species, including several that live nowhere else on earth.",https://www.nps.gov/meve/index.htm
1292,misp,Mill Springs Battlefield National Monument,The US won a significant victory early in the Civil War at the Battle of Mill Springs. Explore the rolling fields of Kentucky where the battle took place and learn about that state's strategic importance to both sides of the fight.,https://www.nps.gov/misp/index.htm
1293,miin,Minidoka National Historic Site,"During World War II, over 120,000 people of Japanese ancestry were forcibly removed from their homes and incarcerated without due process of law. Although little remains of the barbed-wire fences and tar-papered barracks, the Minidoka concentration camp once held over 13,000 Japanese Americans in the Idaho desert. Minidoka preserves their legacy and teaches the importance of civil liberties.",https://www.nps.gov/miin/index.htm
1294,mima,Minute Man National Historical Park,"At Minute Man National Historical Park the opening battle of the Revolution is brought to life as visitors explore the battlefields and structures associated with April 19, 1775, and witness the American revolutionary spirit through the writings of the Concord authors.",https://www.nps.gov/mima/index.htm
1295,mimi,Minuteman Missile National Historic Site,"During the Cold War, a vast arsenal of nuclear missiles were placed in the Great Plains. Hidden in plain sight, for thirty years 1,000 missiles were kept on constant alert; hundreds remain today. The Minuteman Missile remains an iconic weapon in the American nuclear arsenal. It holds the power to destroy civilization, but is meant as a nuclear deterrent to maintain peace and prevent war.",https://www.nps.gov/mimi/index.htm
1296,miss,Mississippi National River & Recreation Area,"In the middle of a bustling urban setting, this 72 mile river park offers quiet stretches for fishing, boating and canoeing, birdwatching, bicycling, and hiking. And there are plenty of visitor centers and trails that highlight the fascinating human history of the Mississippi River. This a great place to start your exploration of this important river.",https://www.nps.gov/miss/index.htm
1297,mnrr,Missouri National Recreational River,"Imagine a 100-mile stretch of North America's longest river, a vestige of the untamed American West. The Missouri National Recreational River is where imagination meets reality. Two free flowing stretches of the Missouri make up the National Park. Relive the past by making an exploration of the wild, untamed and mighty river that continues to flow as nature intended.",https://www.nps.gov/mnrr/index.htm
1298,moja,Mojave National Preserve,"Mojave preserves a diverse mosaic of ecological habitats and a 10,000 year history of human connection with the desert. Offering extensive opportunities to experience desert landscapes, the preserve promotes understanding and appreciation for the increasingly threatened resources of the Mojave Desert. This remote preserve encourages a sense of discovery and a connection to wild places.",https://www.nps.gov/moja/index.htm
1299,mono,Monocacy National Battlefield,"During the summer of 1864, the Confederacy carried out a bold plan to turn the tide of the Civil War in their favor. They planned to capture Washington, DC and influence the election of 1864. On July 9, however, Federal soldiers outnumbered three to one, fought gallantly along the banks of the Monocacy River in an effort to buy time for Union reinforcement to arrive in Washington, DC.",https://www.nps.gov/mono/index.htm
1300,moca,Montezuma Castle National Monument,"Established December 8, 1906, Montezuma Castle is the third National Monument dedicated to preserving Native American culture. This 20 room high-rise apartment, nestled into a towering limestone cliff, tells a story of ingenuity, survival and ultimately, prosperity in an unforgiving desert landscape.",https://www.nps.gov/moca/index.htm
1301,mocr,Moores Creek National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",https://www.nps.gov/mocr/index.htm
1302,mopi,Mormon Pioneer National Historic Trail,"Explore the Mormon Pioneer National Historic Trail across five states to see the 1,300-mile route traveled by Mormons who fled Nauvoo, Illinois, to the Great Salt Lake Valley in 1846-1847.",https://www.nps.gov/mopi/index.htm
1303,morr,Morristown National Historical Park,"Morristown National Historical Park commemorates the sites of General Washington and the Continental army’s winter encampment of December 1779 to June 1780, where they survived through what would be the coldest winter on record. The park also maintains a museum & library collection related to the encampments & George Washington, as well as items relating to pre- and post-Revolutionary America.",https://www.nps.gov/morr/index.htm
1304,mora,Mount Rainier National Park,"Ascending to 14,410 feet above sea level, Mount Rainier stands as an icon in the Washington landscape. An active volcano, Mount Rainier is the most glaciated peak in the contiguous U.S.A., spawning five major rivers. Subalpine wildflower meadows ring the icy volcano while ancient forest cloaks Mount Rainier’s lower slopes. Wildlife abounds in the park’s ecosystems. A lifetime of discovery awaits.",https://www.nps.gov/mora/index.htm
1305,moru,Mount Rushmore National Memorial,"Majestic figures of George Washington, Thomas Jefferson, Theodore Roosevelt and Abraham Lincoln, surrounded by the beauty of the Black Hills of South Dakota, tell the story of the birth, growth, development and preservation of this country. From the history of the first inhabitants to the diversity of America today, Mount Rushmore brings visitors face to face with the rich heritage we all share.",https://www.nps.gov/moru/index.htm
1306,muwo,Muir Woods National Monument,"Walk among old growth coast redwoods, cooling their roots in the fresh water of Redwood Creek and lifting their crowns to reach the sun and fog. Federally protected as a National Monument since 1908, this primeval forest is both refuge and laboratory, revealing our relationship with the living landscape. What will you discover in Muir Woods?",https://www.nps.gov/muwo/index.htm
1307,natc,Natchez National Historical Park,"Discover the history of all the peoples of Natchez, Mississippi, from European settlement, African enslavement, the American cotton economy, to the Civil Rights struggle on the lower Mississippi River.",https://www.nps.gov/natc/index.htm
1308,natt,Natchez Trace National Scenic Trail,"The Natchez Trace National Scenic Trail is five sections of hiking trail running roughly parallel to the 444-mile long Natchez Trace Parkway scenic motor road. The foot trails total more than 60 miles and offer opportunities to explore wetlands, swamps, hardwood forest, and the history of the area. For What's Open What's Close visit www.nps.gov/natr/planyourvisit/what-is-open-what-is-closed.htm",https://www.nps.gov/natt/index.htm
1309,natr,Natchez Trace Parkway,"The Natchez Trace Parkway is a 444-mile recreational road and scenic drive through three states. It roughly follows the ""Old Natchez Trace,"" a historic travel corridor used by American Indians, ""Kaintucks,"" European settlers, slave traders, soldiers, and future presidents. Today, people can enjoy a scenic drive as well as hiking, biking, horseback riding, and camping along the Parkway.",https://www.nps.gov/natr/index.htm
1310,nace,National Capital Parks-East,"Welcome to National Capital Parks-East. We invite you to journey to the parks east of the Capitol of Washington, D.C. National Capital Parks-East consists of 14 park sites, parkways and statuary covering more than 8,000 acres of historic, cultural, and recreational parklands from Capitol Hill to the nearby Maryland suburbs.",https://www.nps.gov/nace/index.htm
1311,nama,National Mall and Memorial Parks,"This is where the nation comes to remember and where history is made. As “America’s Front Yard,” the National Mall and Memorial Parks is home to many of our country’s most iconic memorials telling the story of people and events that shaped us as a nation. Each year, millions of people come to recreate, commemorate presidential legacies, honor our veterans, and make their voices heard.",https://www.nps.gov/nama/index.htm
1312,npsa,National Park of American Samoa,"The National Park of American Samoa welcomes you into the heart of the South Pacific, to a world of sights, sounds, and experiences that you will find in no other national park in the United States. Enjoy this unique national park and the welcoming people of American Samoa. We are here to protect its rich culture and natural resources. Come explore them with us!",https://www.nps.gov/npsa/index.htm
1313,npnh,National Parks of New York Harbor,"These 12 sites preserve more than 400 years of American history! We invite you to explore the past and investigate its relevance in our lives today. From the birth of American democracy to the evolution of commerce, harbor defense, ecology and immigration, the breadth of themes commemorated through the National Parks of New York Harbor reflect the richness and diversity of our heritage.",https://www.nps.gov/npnh/index.htm
1314,nabr,Natural Bridges National Monument,"Three majestic natural bridges invite you to ponder the power of water in a landscape usually defined by its absence. View them from an overlook, or hit the trails and experience their grandeur from below. Declared a National Monument in 1908, the bridges are named ""Kachina,"" ""Owachomo"" and ""Sipapu"" in honor of the ancestral Puebloans who once made this place their home.",https://www.nps.gov/nabr/index.htm
1315,nava,Navajo National Monument,"The Hopi, San Juan Southern Paiute, Zuni, and Navajo people have inhabited the canyons for centuries. Springs fed into farmlands on the canyon floor and homes were built in the natural sandstone alcoves. The cliff dwellings of Betatakin, Keet Seel, and Inscription House were last physically occupied around 1300 AD but the villages have a spiritual presence that can still be felt today.",https://www.nps.gov/nava/index.htm
1316,nebe,New Bedford Whaling National Historical Park,"""The town itself is perhaps the dearest place to live in, in all New England..nowhere in all America will you find more patrician-like houses, parks and gardens more opulent, than in New Bedford…all these brave houses and flowery gardens came from the Atlantic, Pacific, and Indian oceans. One and all, they were harpooned and dragged up hither from the bottom of the sea."" H. Melville, ""Moby-Dick""",https://www.nps.gov/nebe/index.htm
1317,neen,New England National Scenic Trail,"From the Sound to the summits: the New England Trail covers 235 miles from Long Island Sound across long ridges to scenic mountain summits in Connecticut and Massachusetts. The trail offers panoramic vistas and close-ups of New England’s natural and cultural landscape: traprock ridges, historic village centers, farmlands, unfragmented forests, quiet streams, steep river valleys and waterfalls.",https://www.nps.gov/neen/index.htm
1318,pine,New Jersey Pinelands National Reserve,"This is truly a special place. It's classified as a United States Biosphere Reserve and in 1978 was established by Congress as the country’s first National Reserve. It includes portions of seven southern New Jersey counties, and encompasses over one-million acres of farms, forests and wetlands. It contains 56 communities, from hamlets to suburbs, with over 700,000 permanent residents.",https://www.nps.gov/pine/index.htm
1319,jazz,New Orleans Jazz National Historical Park,"Only in New Orleans could there be a National Park for jazz! Drop by our visitor center at 419 Decatur Street to learn from a ranger talk, participate in a drum circle, enjoy a jazz concert, or inquire about musical events around town. There's no better place than New Orleans for a world class musical experience!",https://www.nps.gov/jazz/index.htm
1320,neph,New Philadelphia National Historic Site,"To a casual observer, New Philadelphia looked like a typical Illinois pioneer town. But a closer look revealed a unique and racially diverse community. New Philadelphia was the first US town platted and registered by an African American. A formerly enslaved man, Free Frank McWorter, founded New Philadelphia in 1836 and purchased freedom for himself and 15 family members.",https://www.nps.gov/neph/index.htm
1321,neri,New River Gorge National Park & Preserve,"A rugged, whitewater river flowing northward through deep canyons, the New River is among the oldest rivers on the continent. The park encompasses over 70,000 acres of land along the New River, is rich in cultural and natural history, and offers an abundance of scenic and recreational opportunities.",https://www.nps.gov/neri/index.htm
1322,nepe,Nez Perce National Historical Park,"Since time immemorial, the valleys, prairies, mountains, and plateaus of the inland northwest have been home to the nimíipuu (Nez Perce) people. Extremely resilient, they survived the settling of the United States and adapted to a changed world. Nez Perce National Historical Park consists of 38 places important to the history and culture of the nimíipuu. Explore these places. Learn their stories.",https://www.nps.gov/nepe/index.htm
1323,nico,Nicodemus National Historic Site,"Formerly enslaved African Americans left Kentucky at the end of the of post-Civil War Reconstruction period to experience freedom in the ""Promised Land"" of Kansas. Nicodemus represents the involvement of African Americans in the westward expansion and settlement of the Great Plains. It is the oldest and only remaining Black settlement west of the Mississippi River.",https://www.nps.gov/nico/index.htm
1324,nisi,Ninety Six National Historic Site,Settlers struggled against the harsh backcountry to survive. Cherokee Indians hunted and fought to keep their land. Two towns and a trading post were formed then abandoned to the elements. And two Revolutionary War battles claimed over 100 lives. Come discover the 18th century history of South Carolina.,https://www.nps.gov/nisi/index.htm
