name,parkCode,state,longitude,latitude,totalSites,tentOnly,electricalHookups,showers,dumpStation,host,potableWater,firewoodForSale,reservationUrl
Lower Scorpion Campground,gicl,,-108.25757,33.229944,0,0,0,['None'],No,Yes - seasonal,['Yes - year round'],No,
Lower St. Croix District,sacn,,-92.760328,45.253281,19,19,0,['None'],No,No,['No water'],No,
Lowney Creek Group Backpacking Site,piro,,-86.344702,46.557203,1,1,0,[],,,[],,https://www.recreation.gov/camping/campgrounds/256367
Lowney Creek Individual Backpacking Sites,piro,,-86.33977,46.558462,4,4,0,['None'],No,No,"['Water', ' but not potable']",No,https://www.recreation.gov/camping/campgrounds/256367
Lunksoos Campsites,kaww,ME,-68.613925,45.908436,7,7,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/10145539
Lunksoos Mountain Lean-To,kaww,,-68.70169967,45.95698157,1,0,0,['None'],No,No,"['Water', ' but not potable']",No,https://www.recreation.gov/camping/campgrounds/10145539
Madison Campground,yell,WY,-110.8613027,44.64542155,276,117,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://secure.yellowstonenationalparklodges.com/booking/lodging
Mahogany Flat Campground (Primitive),deva,CA,-117.068377,36.23,9,0,0,['None'],No,No,['No water'],No,
Malaquite Campground,pais,TX,-97.296189,27.43023,48,6,0,"['Cold - Year Round', 'Free - Year Round']",Yes - year round,Yes - seasonal,['Yes - year round'],No,
Malone Bay Campground,isro,MI,-88.8072267,47.98524426,7,0,0,['None'],No,No,"['Water', ' but not potable']",No,
Mammoth Campground,yell,WY,-110.6932316,44.97360955,85,0,0,['None'],No,Yes - seasonal,['Yes - year round'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/247571
Mammoth Cave Campground,maca,KY,-86.0970431,37.1821894,111,0,0,['Hot - Seasonal'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/232467
Manning Camp,sagu,AZ,-110.554542,32.207386,6,6,0,['None'],No,Yes - seasonal,['Yes - year round'],No,
Many Glacier,glac,MT,-113.6776197,48.79649572,109,8,0,['Coin-Operated - Seasonal'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/251869
Manzanita Lake Campground,lavo,CA,-121.5631866,40.52785157,179,30,0,"['Hot - Seasonal', 'Coin-Operated - Seasonal']",Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234039
Maple Springs Group Campground,maca,KY,-86.136092,37.204205,7,0,7,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/232468
Marble Quarry Hiker-Biker Campsite,choh,MD,-77.492708,39.179558,1,1,0,['None'],No,No,['Yes - seasonal'],No,
Marcus Island Campground,laro,WV,-118.0573683,48.66873219,25,0,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/274993
Marcus Wilderness Campground,gumo,,-104.8768541,31.98117115,5,5,0,['None'],No,No,['No water'],No,https://www.recreation.gov/permits/4675328
Marsden Tract Group Campground,choh,,-77.21484911,38.97679702,6,6,0,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/251544
Masse Homestead Group Backpacking Site,piro,,-86.09567642,46.64680437,1,1,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/256367
Masse Homestead Individual Backpacking Sites,piro,,-86.090932,46.647693,3,3,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/256367
Mather Campground - South Rim,grca,AZ,-112.1184973,36.04918081,327,55,0,['Hot - Year Round'],Yes - year round,Yes - year round,['Yes - year round'],Yes - year round,https://www.recreation.gov/camping/campgrounds/232490
Mathews Arm Campground,shen,VA,-78.296388,38.763144,165,0,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/232432
Maumee South,buff,AR,-92.6356458,36.039486,0,0,0,['None'],No,No,['No water'],No,
Mazama Campground,crla,OR,-122.1677826,42.86862146,214,121,18,['Coin-Operated - Seasonal'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.travelcraterlake.com/lodging-camping/mazama-campground/
McBride Canyon and Mullinaw Creek Campgrounds,lamr,,-101.759431,35.529449,40,0,0,['None'],No,No,['No water'],No,
McCargoe Cove Campground,isro,MI,-88.70934935,48.08719605,12,3,0,['None'],No,No,"['Water', ' but not potable']",No,
McKittrick Ridge Wilderness Campground,gumo,,-104.8082269,31.97434773,8,8,0,['None'],No,No,['No water'],No,https://www.recreation.gov/permits/4675328
McMillan Woods Youth Campground,gett,PA,-77.246171,39.821005,10,10,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/251763
Mccoys Ferry Campground,choh,,-77.96663984,39.60923039,13,0,0,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/252969
Meadow Creek Campground,neri,WV,-80.92009,37.79667,26,26,0,['None'],No,No,['No water'],No,
Medano Pass Primitive Road Campsites,grsa,,-105.495654,37.803519,21,21,0,['None'],No,No,['Yes - seasonal'],No,
Medicine Creek Campground,bica,WY,-108.2043116,45.11018066,5,5,0,['None'],No,No,['No water'],No,
"Meriwether Lewis Campground, Milepost 385.9",natr,TN,-87.45568517,35.52249185,31,0,0,['None'],No,Yes - seasonal,['Yes - year round'],No,
Merritt Lane Campground,isro,MI,-88.42965713,48.18459316,2,1,0,['None'],No,No,"['Water', ' but not potable']",No,
Mescalero Wilderness Campground,gumo,,-104.847985,31.9526879,8,8,0,['None'],No,No,['No water'],No,https://www.recreation.gov/permits/4675328
Mesquite Spring Campground,deva,CA,-117.3678256,36.96328198,40,0,0,['None'],Yes - year round,Yes - seasonal,['Yes - year round'],No,
Mid-Hills Campground,moja,CA,-115.435625,35.13148092,26,26,0,['None'],No,No,['No water'],No,
Middle St. Croix,sacn,,-92.781074,45.773341,57,57,0,['None'],No,No,"['Water', ' but not potable']",No,
Midway Campground,bicy,FL,-80.989444,25.851926,36,10,26,['None'],Yes - year round,Yes - year round,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/246892
Mill Creek Campground,redw,CA,-124.0977846,41.70272417,145,22,0,"['Hot - Seasonal', 'Coin-Operated - Seasonal']",Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.reservecalifornia.com/CaliforniaWebHome/
Mitchell's Landing,bicy,FL,-80.93059818,25.75644965,11,0,0,['None'],No,Yes - seasonal,['No water'],No,https://www.recreation.gov
Mohican Outdoor Center,dewa,NJ,-75.0010072,41.0350165,16,15,0,['Hot - Year Round'],No,Yes - year round,['Yes - year round'],No,https://reservations.outdoors.org/
Monument Lake,bicy,FL,-81.11313148,25.86846635,36,10,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/246894
Mora Campground,olym,WA,-124.6059374,47.91686101,94,0,0,['None'],Yes - year round,Yes - seasonal,['Yes - year round'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/247591
Moraine Campground,seki,CA,-118.6610568,36.78521626,121,0,0,['None'],No,No,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/10044761
Moraine Park Campground,romo,CO,-105.6000662,40.3606615,244,101,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - year round'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/232463
Morefield Campground,meve,CO,-108.4179125,37.30149927,267,85,15,"['Hot - Seasonal', 'Free - Seasonal']",Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.visitmesaverde.com/lodging-camping/morefield-campground/
Moskey Basin Campground,isro,MI,-88.64516328,48.06298075,10,2,0,['None'],No,No,"['Water', ' but not potable']",No,
Mosquito River Group Backpacking Site,piro,,-86.49380207,46.52260133,1,1,0,['None'],No,No,"['Water', ' but not potable']",No,https://www.recreation.gov/camping/campgrounds/256367
Mosquito River Individual Backpacking Sites,piro,,-86.492008,46.527061,5,5,0,['None'],No,No,"['Water', ' but not potable']",No,https://www.recreation.gov/camping/campgrounds/256367
Mount Pisgah,blri,NC,-82.75691997,35.40286805,125,64,0,['Hot - Seasonal'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234182
NPS Priest Rock Public Use Cabin,lacl,,154.177,60.30933331,0,0,0,[],,,[],,
Namekagon District,sacn,,-91.815991,45.905263,67,67,0,['None'],No,No,"['Water', ' but not potable']",No,
Natural Bridges Campground,nabr,UT,-109.9841931,37.60921844,13,0,0,['None'],No,No,['No water'],No,
Naval Live Oaks Youth Group Camping,guis,FL,-87.14231198,30.36898925,1,0,0,[],,,[],,
Newhalem Creek Campground,noca,WA,-121.261,48.671,107,13,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234060/campsites
Norris Campground,yell,WY,-110.6936151,44.73784855,112,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,
North Campground,brca,UT,-112.167922,37.638096,100,46,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234058
North Desor Campground,isro,MI,-88.99386541,47.98085044,3,3,0,['None'],No,No,"['Water', ' but not potable']",No,
North Fork Campground,olym,WA,-123.6508033,47.56985202,9,0,0,['None'],No,No,['No water'],No,
North Gorge Campground,laro,WA,-118.0032886,48.78647567,12,6,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/274908
North Mountain Hiker-Biker Campsite,choh,MD,-77.959636,39.610663,1,1,0,['None'],No,No,['Yes - seasonal'],No,
North Pines Campground,yose,CA,-119.5650308,37.74041634,80,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/232449
North Rim Campground,blca,CO,-107.7094278,38.58518333,13,0,0,['None'],No,No,['Yes - seasonal'],No,
North Rim Campground,grca,AZ,-112.0599744,36.20869016,87,12,0,"['Hot - Seasonal', 'Coin-Operated - Seasonal']",Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/232489
Nāmakanipaio,havo,HI,-155.2958787,19.42537365,16,16,0,['None'],No,No,['Yes - year round'],Yes - year round,
Oak Ridge Campground,prwi,VA,-77.41609902,38.60042022,100,33,0,"['Hot - Year Round', 'Free - Year Round']",No,Yes - seasonal,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/233379
Oceanside Drive-in Campground,asis,MD,-75.1538651,38.2016106,16,0,0,"['Cold- Seasonal', 'Free - Seasonal']",Yes - year round,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/232507
Oceanside Group Campground,asis,MD,-75.1524,38.20377,5,5,0,"['Cold- Seasonal', 'Free - Seasonal']",Yes - year round,Yes - seasonal,['Yes - year round'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/232507
Oceanside Walk-in campground,asis,MD,-75.1564668,38.1948063,21,21,0,"['Cold- Seasonal', 'Free - Seasonal']",Yes - year round,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/232507
Ocracoke Campground,caha,NC,-75.92241526,35.12571784,135,0,0,"['Cold - Year Round', 'Free - Year Round']",Yes - year round,Yes - year round,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/232504/availability
Ohanapecosh Campground,mora,,-121.5668482,46.73599667,179,47,0,['None'],No,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/232465
Opequon Junction Hiker-Biker Campsite,choh,MD,-77.860112,39.515933,1,1,0,['None'],No,No,['Yes - seasonal'],No,
Oregon Inlet Campground,caha,NC,-75.545,35.80027781,107,30,47,"['Hot - Year Round', 'Free - Year Round']",Yes - year round,Yes - year round,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/251431
Otter Creek,blri,VA,-79.33743607,37.57569395,68,45,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/251534
Owens Creek Campground,cato,MD,-77.48664256,39.65968699,50,0,0,"['Hot - Seasonal', 'Free - Seasonal']",No,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/247762?q=Owens%20Creek%20Campground
Ozark Campground,buff,AR,-93.1598567,36.0640098,31,13,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,
Ozette Campground,olym,WA,-124.6676932,48.15324009,15,0,0,['None'],No,No,['No water'],No,
Paul Grist State Park,semo,,-86.99976,32.591452,0,0,0,[],,,[],,
Paw Paw Tunnel Campground,choh,,-78.46148085,39.5442361,10,10,0,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/252971
Peaks of Otter Campground,blri,VA,-79.60497847,37.44338475,139,88,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/233403
Pebble Creek Campground,yell,WY,-110.1138084,44.91698135,27,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/259307
Peltier Bridge,whis,CA,-122.5518167,40.5857833,9,9,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/272248
Pickerel Cove Campground,isro,MI,-88.65218294,48.12451696,1,1,0,['None'],No,No,"['Water', ' but not potable']",No,
Pigmans Ferry Hiker-Biker Campsite,choh,MD,-78.650428,39.538958,0,0,0,[],,,[],,
Pine Bluff Individual Backpacking Sites,piro,,-86.328552,46.586272,5,5,0,['None'],No,No,"['Water', ' but not potable']",No,https://www.recreation.gov/camping/campgrounds/256367
Pine Springs Campground,gumo,TX,-104.8263407,31.89526173,35,20,0,['None'],No,Yes - seasonal,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/258851
Pine Top Wilderness Campground,gumo,,-104.845802,31.91853982,8,8,0,['None'],No,No,['No water'],No,https://www.recreation.gov/permits/4675328
Pinecrest,bicy,FL,-80.91806307,25.76155555,4,0,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/246895
Pink Jeep,bicy,FL,-81.29514338,26.21633105,9,9,0,['None'],No,Yes - seasonal,['No water'],No,
Pinnacles Campground,pinn,CA,-121.148968,36.4898446,134,83,25,"['Hot - Year Round', 'Coin-Operated - Year Round']",Yes - year round,Yes - year round,['Yes - year round'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234015
Piñon Flats Campground,grsa,CO,-105.5047031,37.74493686,91,0,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234685
Platte River Campground,slbe,MI,-86.119114,44.71551,179,0,96,"['Hot - Year Round', 'Free - Year Round']",Yes - seasonal,Yes - seasonal,['Yes - year round'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/232458
Pleasant Camp,klgo,AK,-135.2937064,59.6385221,11,11,0,['None'],No,No,"['Water', ' but not potable']",No,http://www.nps.gov/klgo/planyourvisit/permits.htm
Plum Creek Campgrounds,lamr,TX,-102.78333,35.516667,45,0,0,['None'],No,No,['No water'],No,
Point Supreme Campground,cebr,,-112.8309267,37.61038506,25,7,0,"['Hot - Seasonal', 'Free - Seasonal']",No,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/233392
Pond Pitch Campsite,kaww,,-68.75487845,46.06332045,1,1,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/10145539
Ponderosa,band,NM,-106.3567585,35.83285566,2,2,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/233394
Ponderosa Campground,cure,,-107.3148994,38.52570805,28,10,0,['None'],No,No,['Yes - seasonal'],No,
Poplar Grove Youth Group Tent Campground,cato,,-77.47561994,39.65582913,3,3,0,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/232503?q=Poplar%20Grove%20Youth%20Group%20Campground
Popple Campground - South Manitou Island,slbe,NI,-86.116205,45.046024,7,7,0,['None'],No,No,['No water'],No,
Porcupine Bay Campground,laro,,-118.1751354,47.89459316,20,0,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/10064768
Porcupine Flat Campground,yose,,-119.5656918,37.80823976,52,52,0,['None'],No,No,['No water'],No,
Potato Patch Individual Backpacking Sites,piro,,-86.530046,46.497249,3,3,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/256367
Potomac Forks Hiker-Biker Campsite,choh,MD,-78.588975,39.53094,0,0,0,[],,,[],,
Potwisha Campground,seki,,-118.8008354,36.51650784,42,0,0,['None'],Yes - year round,Yes - seasonal,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/249979
Prairie Creek,semo,,-86.7701881,32.3336736,0,0,0,[],,,[],,
Primitive campsites at Cathedral Campground,care,UT,-111.3673,38.4746,6,0,0,['None'],No,No,['No water'],No,
Primitive campsites at Cedar Mesa Campground,care,UT,-111.0846,38.0073,5,0,0,['None'],No,No,['No water'],No,
Prince William Forest RV Campground,prwi,VA,-77.350905,38.603929,72,1,72,['Hot - Year Round'],Yes - year round,Yes - year round,['Yes - year round'],Yes - year round,
Pulltite Campground,ozar,MO,-91.46537304,37.33946674,55,3,0,"['Free - Seasonal', 'Hot - Year Round']",No,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234357
Purple Point Campground,noca,,-120.6581,48.3131,6,6,0,['None'],No,No,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/10101344
Purslane Run Hiker-Biker Campsite,choh,MD,-78.464149,39.535244,1,1,0,['None'],No,No,['Yes - seasonal'],No,
Quartz Creek,glac,MT,-114.2242733,48.72260991,7,0,0,['None'],No,No,['No water'],No,
Queets Campground,olym,WA,-124.0177769,47.62599463,20,0,0,['None'],No,No,['No water'],No,
Rainbow Park Campground,dino,UT,-109.1744316,40.49569307,4,4,0,['None'],No,No,['No water'],No,
Red Creek Campground,cure,,-107.2319898,38.47937324,2,0,0,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234056
Riley Creek,dena,AK,-148.894019,63.73335984,142,20,0,['Hot - Seasonal'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,http://www.reservedenali.com
Rio Grande Village Campground,bibe,,-102.9556345,29.1801945,93,0,0,['Coin-Operated - Year Round'],Yes - year round,Yes - seasonal,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/234035
Rio Grande Village RV,bibe,,-102.9638121,29.18316896,25,0,25,['Coin-Operated - Year Round'],Yes - year round,Yes - year round,['Yes - year round'],No,https://www.chisosmountainslodge.com/rv-park-and-campground
Rising Sun,glac,MT,-113.5226844,48.69453217,84,0,0,['Coin-Operated - Seasonal'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,
Rivers Bend Group Campground,dewa,NJ,-74.9666325,41.0961181,5,0,0,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/258706
Rock Creek Campground,obed,,-84.66287613,36.06963727,11,11,0,['None'],No,Yes - year round,['No water'],No,https://www.recreation.gov/camping/campgrounds/253502
Rock Creek Campground,chic,,-96.98615069,34.49802361,100,0,0,['None'],Yes - seasonal,Yes - year round,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/234051
Rock Harbor Campground,isro,MI,-88.48932435,48.14543517,23,11,0,"['Hot - Seasonal', 'Coin-Operated - Seasonal']",Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,
Rocky Knob Campground,blri,VA,-80.34939137,36.81298805,106,25,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/233324
"Rocky Springs Campground, Milepost 54.8",natr,MS,-90.79884008,32.08743115,22,0,0,['None'],No,Yes - seasonal,['Yes - year round'],No,
Rosita Flats,lamr,,-101.24451,35.3647,75,0,0,['None'],No,No,['No water'],No,
Rough Canyon Campground,amis,,-100.97746,29.573599,4,0,0,['None'],No,No,['No water'],No,
Round Spring Campground,ozar,MO,-91.4068743,37.2795173,55,2,6,"['Free - Seasonal', 'Hot - Year Round']",Yes - year round,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234045
Roundup Group Horse Camp,thro,,-103.5055556,47.0069444,1,0,0,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/251161
Rush Campground,buff,AR,-92.5504512,36.1227473,12,12,0,['None'],No,No,['Yes - seasonal'],No,
Ryan Campground,jotr,CA,-116.1543904,33.98305834,32,0,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/10056207
Saddlehorn Campground,colm,CO,-108.7325753,39.10560329,80,0,0,['None'],No,Yes - seasonal,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/234778
Sage Creek Campground,badl,SD,-102.414254,43.893146,22,0,0,['None'],No,No,['No water'],No,
Saline Valley Campground (Primitive),deva,,-117.7738,36.8056,15,0,0,[],,,[],,
San Miguel Island Campground,chis,CA,-120.349462,34.0407938,9,9,0,['None'],No,Yes - year round,['No water'],No,https://www.recreation.gov/camping/campgrounds/232501
San Pedro Campground,amis,,-100.9519744,29.4676823,41,0,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/10182617
Sanctuary River,dena,AK,-149.4737484,63.72255876,7,7,0,['None'],No,No,['No water'],No,
Sandbank Stream Campground,kaww,ME,-68.67453987,45.86275726,3,0,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/10145539
Sandy Hook Camp Ground,gate,,-73.9950964,40.4500495,20,20,0,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234714
Sanford Yake Campground,lamr,,-101.333084,35.413937,51,0,0,[],,,[],,
Santa Barbara Island Campground,chis,CA,-119.0294612,33.48000172,10,10,0,['None'],No,Yes - year round,['No water'],No,https://www.recreation.gov/camping/campgrounds/232500
Santa Cruz Island Del Norte Backcountry Campground,chis,CA,-119.6603405,34.01107497,4,4,0,['None'],No,Yes - year round,['No water'],No,https://www.recreation.gov/camping/campgrounds/232499
Santa Cruz Island Scorpion Canyon Campground,chis,CA,-119.5611254,34.04800649,31,31,0,['None'],No,Yes - year round,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/232498
Santa Rosa Island Backcountry Beach Camping,chis,CA,-120.1149422,33.88529551,30,30,0,['None'],No,No,"['Water', ' but not potable']",No,https://www.recreation.gov/camping/campgrounds/261700
Santa Rosa Island Campground,chis,CA,-120.0474132,33.99186391,15,15,0,['None'],No,Yes - year round,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/232497
Savage River,dena,AK,-149.2616553,63.71530418,32,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,http://www.reservedenali.com
Schoodic Woods Campground,acad,ME,-68.0665938,44.380063,89,13,78,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/251833
Sea Camp Campground,cuis,,-81.4637253,30.7636396,18,18,0,['Cold - Year Round'],No,No,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/253730
Seawall Campground,acad,ME,-68.3051439,44.2415647,202,43,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234674
Sentinel Campground,seki,CA,-118.6720362,36.79032772,82,0,0,['None'],No,No,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/253917
Sevenmile Creek Group Backpacking Site,piro,,-86.25810097,46.61946398,1,1,0,[],,,[],,https://www.recreation.gov/camping/campgrounds/256367
Sevenmile Creek Individual Backpacking Sites,piro,,-86.258742,46.619268,5,5,0,['None'],No,No,"['Water', ' but not potable']",No,https://www.recreation.gov/camping/campgrounds/256367
Sheep Camp,klgo,AK,-135.2678594,59.6590711,27,27,0,['None'],No,No,"['Water', ' but not potable']",No,http://www.nps.gov/klgo/planyourvisit/permits.htm
Sheep Camp,whis,CA,-122.5948084,40.59987622,4,4,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/272243
Sheep Creek Campground,seki,CA,-118.6805967,36.79213706,111,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/10044765
Sheep Pass Group Campground,jotr,CA,-116.1205006,34.00009094,6,6,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/232470
Shumard Canyon Wilderness Campground,gumo,,-104.8870566,31.8887274,5,5,0,['None'],No,No,['No water'],No,https://www.recreation.gov/permits/4675328
Signal Mountain Campground,grte,WY,-110.613487,43.84147805,81,4,25,['Coin-Operated - Seasonal'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/247663
Siskiwit Bay Campground,isro,MI,-88.99876148,47.89044497,9,4,0,['None'],No,No,"['Water', ' but not potable']",No,
Sky Campground,pore,CA,-122.8288274,38.03991511,12,12,0,['None'],No,No,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/233359
Slough Creek Campground,yell,WY,-110.3068792,44.94884665,16,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/259310
Smokemont Campground,grsm,NC,-83.31162547,35.55645005,142,0,0,['None'],Yes - year round,Yes - seasonal,['Yes - year round'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/232486
Smokemont Group Campground,grsm,TN,-83.31280157,35.55980785,0,0,0,[],,,[],,
Smoky Mountain Campground,ciro,ID,-113.651634,42.0755503,38,0,38,['Hot - Seasonal'],Yes - year round,Yes - seasonal,['Yes - seasonal'],No,https://www.reserveamerica.com/explore/castle-rocks-state-park/ID/315045/overview
Snag Cove Campground,laro,WA,-118.0604181,48.73370743,9,0,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/275027
Snake Creek Primitive Campgrounds,grba,,-114.251512,38.925381,12,12,0,['None'],No,No,['No water'],No,
Sorrel Ridge Hiker-Biker Campsite,choh,MD,-78.453213,39.571699,1,1,0,['None'],No,No,['Yes - seasonal'],No,
South Beach Campground,olym,WA,-124.3613879,47.5660234,55,0,0,['None'],No,Yes - seasonal,['No water'],No,
South Campground,zion,,-112.9841916,37.2037426,117,8,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/272266
South Core Banks -- Beach camping,calo,NC,-76.41222219,34.76055561,1,0,0,['None'],No,No,['No water'],No,
South Fork Campground,seki,CA,-118.7654698,36.34998443,10,10,0,['None'],No,No,['No water'],No,
South Lake Desor Campground,isro,MI,-88.97153792,47.9706861,10,7,0,['None'],No,No,"['Water', ' but not potable']",No,
South Rim Campground,blca,CO,-107.6894241,38.54381032,88,0,23,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234052
Southwest Walk-In Campground,lavo,CA,-121.532641,40.43660042,21,21,0,['None'],No,No,['Yes - year round'],No,
Split Mountain Group Campground,dino,UT,-109.2523126,40.44052796,4,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234751
